"URL","Page Name","Page Purpose","Parent","Navigation Source","Primary CTA","Secondary CTA","Hero Summary","Main Sections","Trust Elements","Interactive Elements","Internal Links","External Links","Screenshots","Issues","Notes"
"https://www.builtbykiefer.com/admin/time","Clock-In / Clock-Out","Demo operations module for Clock-In / Clock-Out.","/admin","Admin header dropdown/module navigation or module cross-link","","","LABOR TRACKING DEMO Clock-In / Clock-Out","Workers | Time Entries","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | /","","screenshots/admin--time--full.png | screenshots/admin--time--hero.png | screenshots/admin--time--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/photos","Project Photos","Demo operations module for Project Photos.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","PROGRESS Customer Kitchen rough-in progress Highland Ridge Custom Home · May 14, 2026 Rough-in wall prep and kitchen layout progress before insulation. -> /admin/projects/project-1","FILES Project Photos","Photo Gallery","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--photos--full.png | screenshots/admin--photos--hero.png | screenshots/admin--photos--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 5 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/comments","Comments","Demo operations module for Comments.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","Avery Thompson Client approved the tile direction during the site walk. Highland Ridge Custom Home Interior rough-in May 14, 3:00 PM Customer -> /admin/projects/project-1","MESSAGING Comments","Recent Comments","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--comments--full.png | screenshots/admin--comments--hero.png | screenshots/admin--comments--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/rfis","RFIs","Demo operations module for RFIs.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","Clarify shower niche layout Should the niche align with the valve wall or center on the tile field? Highland Ridge Custom Home Requested by Caleb Jensen May 24, 2026 Internal Open -> /admin/projects/project-1","MESSAGING RFIs","RFI Log","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--rfis--full.png | screenshots/admin--rfis--hero.png | screenshots/admin--rfis--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/purchase-orders","Purchase Orders","Demo operations module for Purchase Orders.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","KBPO-2026-001 Cabinet deposit Front Range Cabinetry Highland Ridge Custom Home $18,500 May 30, 2026 Sent -> /admin/projects/project-1","FINANCIAL Purchase Orders","Purchase Order Log","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--purchase--orders--full.png | screenshots/admin--purchase--orders--hero.png | screenshots/admin--purchase--orders--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/bills","Bills","Demo operations module for Bills.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","BILL-1042 Rocky Mountain Tile Tile material invoice. Highland Ridge Custom Home $2,401 Jun 5, 2026 Received -> /admin/projects/project-1","FINANCIAL Bills","Vendor Bills","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--bills--full.png | screenshots/admin--bills--hero.png | screenshots/admin--bills--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/reports","Reports","Demo operations module for Reports.","/admin","Admin header dropdown/module navigation or module cross-link","COMMAND CENTER -> /admin","ACTIVE JOBS 2 Current workload -> /admin/projects","OPERATIONS INTELLIGENCE Reports","Manager Reporting Dashboard | Budget, Cost, Revenue, And Projected Margin | Financial Exposure By Job | Needs Attention | Project Workflow Counts | Company Rollup | Portal-Enabled Trade Work","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/reports#needs-attention | /admin/reports#margin-forecast | /admin/projects/project-1 | /admin/projects/project-2 | /admin/projects/project-3 | /admin/change-orders/change-order-1 | /admin/projects/project-1/financials/edit | /admin/projects/project-2/financials/edit | /admin/projects/project-3/financials/edit","","screenshots/admin--reports--full.png | screenshots/admin--reports--hero.png | screenshots/admin--reports--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/finance-tools","Kiefer Built Finance Tools","Demo operations module for Kiefer Built Finance Tools.","/admin","Admin header dropdown/module navigation or module cross-link","REPORTS -> /admin/reports","","ACCOUNTING UTILITIES Kiefer Built Finance Tools","Kiefer Built Field-Tested Finance Checks | Load A Project Into The Finance Tools | Export Project Finance Reviews | Draw & Retainage Planner | NPV / IRR Decision Check | Change Order Margin Impact Checker | Job Cost Variance Tool | Project Cash-Flow Forecast | Equipment Or Vehicle Financing Check | APR And Effective Rate Review | Finance Toolkit Expansion","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","4 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | /","","screenshots/admin--finance--tools--full.png | screenshots/admin--finance--tools--hero.png | screenshots/admin--finance--tools--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 12 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1","Highland Ridge Custom Home","Demo job workspace for Highland Ridge Custom Home, including project controls, budget, documents, and client-facing actions.","/admin/projects","Admin job list, command center, or project cross-link","VIEW CLIENT PORTAL -> /portal/projects/project-1","EDIT TARGETS -> /admin/projects/project-1/financials/edit","WINDSOR, CO · CUSTOM HOME Highland Ridge Custom Home","Margin Forecast | Interior rough-in | Invoices | Change Orders | Project Photos | Trade Partners | Warranty & Punch List | Field Reports | Selections | RFIs | Purchasing | Comments | Tasks | Project Updates | Timeline | Files | Time Logs","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /portal/projects/project-1 | /admin/projects/project-1/financials/edit | /admin/invoices/invoice-1/download | /admin/projects/project-1/change-orders/new | /admin/change-orders/change-order-1 | /admin/change-orders/change-order-1/download | /admin/projects/project-1/photos/new | /admin/projects/project-1/vendors/new | /admin/vendor-submittals/vendor-submittal-1/download | /admin/projects/project-1/warranty/new | /admin/projects/project-1/daily-logs/new | /admin/projects/project-1/selections/new | /admin/projects/project-1/rfis/new | /adm…","","screenshots/admin--projects--project--1--full.png | screenshots/admin--projects--project--1--hero.png | screenshots/admin--projects--project--1--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 5 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-2","Poudre Canyon Mountain Modern","Demo job workspace for Poudre Canyon Mountain Modern, including project controls, budget, documents, and client-facing actions.","/admin/projects","Admin job list, command center, or project cross-link","VIEW CLIENT PORTAL -> /portal/projects/project-2","EDIT TARGETS -> /admin/projects/project-2/financials/edit","BELLVUE, CO · MOUNTAIN CUSTOM HOME Poudre Canyon Mountain Modern","Margin Forecast | Exterior completion | Invoices | Change Orders | Project Photos | Trade Partners | Warranty & Punch List | Field Reports | Selections | RFIs | Purchasing | Comments | Tasks | Project Updates | Timeline | Files | Time Logs","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /portal/projects/project-2 | /admin/projects/project-2/financials/edit | /admin/invoices/invoice-2/download | /admin/projects/project-2/change-orders/new | /admin/projects/project-2/photos/new | /admin/projects/project-2/vendors/new | /admin/projects/project-2/warranty/new | /admin/projects/project-2/daily-logs/new | /admin/projects/project-2/selections/new | /admin/projects/project-2/rfis/new | /admin/projects/project-2/purchase-orders/new | /admin/projects/project-2/bills/new | /admin/projects/project-2/comments/new | /admin/projects/p…","","screenshots/admin--projects--project--2--full.png | screenshots/admin--projects--project--2--hero.png | screenshots/admin--projects--project--2--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 4 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-3","Timnath Commercial Buildout","Demo job workspace for Timnath Commercial Buildout, including project controls, budget, documents, and client-facing actions.","/admin/projects","Admin job list, command center, or project cross-link","VIEW CLIENT PORTAL -> /portal/projects/project-3","EDIT TARGETS -> /admin/projects/project-3/financials/edit","TIMNATH, CO · COMMERCIAL Timnath Commercial Buildout","Margin Forecast | Preconstruction | Invoices | Change Orders | Project Photos | Trade Partners | Warranty & Punch List | Field Reports | Selections | RFIs | Purchasing | Comments | Tasks | Project Updates | Timeline | Files | Time Logs","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /portal/projects/project-3 | /admin/projects/project-3/financials/edit | /admin/projects/project-3/change-orders/new | /admin/projects/project-3/photos/new | /admin/projects/project-3/vendors/new | /admin/projects/project-3/warranty/new | /admin/projects/project-3/daily-logs/new | /admin/projects/project-3/selections/new | /admin/projects/project-3/rfis/new | /admin/projects/project-3/purchase-orders/new | /admin/projects/project-3/bills/new | /admin/projects/project-3/comments/new | /admin/projects/project-3/tasks/new | /admin/projects/…","","screenshots/admin--projects--project--3--full.png | screenshots/admin--projects--project--3--hero.png | screenshots/admin--projects--project--3--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 3 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1/updates/new","Update for Highland Ridge Custom Home","Demo operations data-entry screen: Update for Highland Ridge Custom Home.","/admin/projects/project-1","Project workspace action","Project -> /admin/projects/project-1","","DAILY LOGS Update for Highland Ridge Custom Home","Project Update","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--projects--project--1--updates--new--full.png | screenshots/admin--projects--project--1--updates--new--hero.png | screenshots/admin--projects--project--1--updates--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1/comments/new","Comment for Highland Ridge Custom Home","Demo operations data-entry screen: Comment for Highland Ridge Custom Home.","/admin/projects/project-1","Project workspace action","Job -> /admin/projects/project-1","","MESSAGING Comment for Highland Ridge Custom Home","Project Comment","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--projects--project--1--comments--new--full.png | screenshots/admin--projects--project--1--comments--new--hero.png | screenshots/admin--projects--project--1--comments--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1/files/new","Upload for Highland Ridge Custom Home","Demo operations data-entry screen: Upload for Highland Ridge Custom Home.","/admin/projects/project-1","Project workspace action","Project -> /admin/projects/project-1","","FILES & PHOTOS Upload for Highland Ridge Custom Home","Project File","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--projects--project--1--files--new--full.png | screenshots/admin--projects--project--1--files--new--hero.png | screenshots/admin--projects--project--1--files--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1/change-orders/new","Change Order for Highland Ridge Custom Home","Demo operations data-entry screen: Change Order for Highland Ridge Custom Home.","/admin/projects/project-1","Project workspace action","Project -> /admin/projects/project-1","","SCOPE CONTROL Change Order for Highland Ridge Custom Home","Change Order Details | Pricing","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--projects--project--1--change--orders--new--full.png | screenshots/admin--projects--project--1--change--orders--new--hero.png | screenshots/admin--projects--project--1--change--orders--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects/project-1/tasks/new","Task for Highland Ridge Custom Home","Demo operations data-entry screen: Task for Highland Ridge Custom Home.","/admin/projects/project-1","Project workspace action","Job -> /admin/projects/project-1","","PROJECT MANAGEMENT Task for Highland Ridge Custom Home","Task Details","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1","","screenshots/admin--projects--project--1--tasks--new--full.png | screenshots/admin--projects--project--1--tasks--new--hero.png | screenshots/admin--projects--project--1--tasks--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/lead-1","Danielle Porter","Demo CRM lead record for Danielle Porter, with contact, follow-up, proposal, and status information.","/admin/leads","Admin CRM lead list or dashboard agenda","Leads -> /admin/leads","danielle@example.com -> mailto:danielle@example.com","LEAD RECORD Danielle Porter","$900k-$1.2M | Lead Proposals","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/lead-1/proposals/new","","screenshots/admin--leads--lead--1--full.png | screenshots/admin--leads--lead--1--hero.png | screenshots/admin--leads--lead--1--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/lead-2","Chris Valdez","Demo CRM lead record for Chris Valdez, with contact, follow-up, proposal, and status information.","/admin/leads","Admin CRM lead list or dashboard agenda","Leads -> /admin/leads","chris@example.com -> mailto:chris@example.com","LEAD RECORD Chris Valdez","$120k-$180k | Lead Proposals","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/lead-2/proposals/new","","screenshots/admin--leads--lead--2--full.png | screenshots/admin--leads--lead--2--hero.png | screenshots/admin--leads--lead--2--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/lead-3","Harper Stone","Demo CRM lead record for Harper Stone, with contact, follow-up, proposal, and status information.","/admin/leads","Admin CRM lead list or dashboard agenda","Leads -> /admin/leads","harper@example.com -> mailto:harper@example.com","LEAD RECORD Harper Stone","$250k-$350k | Lead Proposals","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/lead-3/proposals/new | /admin/proposals/proposal-1","","screenshots/admin--leads--lead--3--full.png | screenshots/admin--leads--lead--3--hero.png | screenshots/admin--leads--lead--3--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/lead-4","Northline Dental","Demo CRM lead record for Northline Dental, with contact, follow-up, proposal, and status information.","/admin/leads","Admin CRM lead list or dashboard agenda","Leads -> /admin/leads","buildout@northline.example -> mailto:buildout@northline.example","LEAD RECORD Northline Dental","$450k-$650k | Lead Proposals","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/lead-4/proposals/new","","screenshots/admin--leads--lead--4--full.png | screenshots/admin--leads--lead--4--hero.png | screenshots/admin--leads--lead--4--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/portal/projects/project-1","Highland Ridge Custom Home","Render the demo client-facing project workspace for Highland Ridge Custom Home.","/portal","Client dashboard project link or direct URL","","","KIEFER BUILT CLIENT PORTAL Highland Ridge Custom Home Windsor, CO · Custom Home Active","Interior rough-in | Latest Updates | Comments | Kiefer Built Field Reports | Project Photos | Selections | Shared RFIs | Timeline | Shared Files | Avery Thompson | Invoices | Change Orders | Warranty & Punch List | Trade Partners","Realistic demo client identity, project progress, financial balance, and attention counts.","2 forms","","","screenshots/portal--projects--project--1--full.png | screenshots/portal--projects--project--1--hero.png | screenshots/portal--projects--project--1--form.png","Production demo client project is directly accessible without a login challenge","Runtime HTTP 200; 2 images; 3 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/new","New Lead","Demo operations data-entry screen: New Lead.","/admin","Admin header dropdown/module navigation or module cross-link","Leads -> /admin/leads","","SALES PIPELINE New Lead","","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | /","","screenshots/admin--leads--new--full.png | screenshots/admin--leads--new--hero.png | screenshots/admin--leads--new--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads/lead-5","Elena Morris","Demo CRM lead record for Elena Morris, with contact, follow-up, proposal, and status information.","/admin/leads","Admin CRM lead list or dashboard agenda","Leads -> /admin/leads","elena@example.com -> mailto:elena@example.com","LEAD RECORD Elena Morris","$500k-$750k | Lead Proposals","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","3 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/lead-5/proposals/new","","screenshots/admin--leads--lead--5--full.png | screenshots/admin--leads--lead--5--hero.png | screenshots/admin--leads--lead--5--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 11 buttons; forms were inspected but not submitted."
